VisitYear,VisitMonth,VisitMode,Rating,AttractionType,Country,Region,Continent
2018,10,2,5,8,100,14,3
2018,10,1,4,8,49,21,4
2018,10,3,5,8,31,8,2
2018,9,3,5,8,145,12,1
2018,10,1,4,8,144,21,4
2018,10,2,4,8,7,1,3
2018,10,1,5,8,144,21,4
2018,10,3,5,8,125,18,0
2018,10,3,5,8,7,1,3
2018,9,1,5,8,144,21,4
2018,9,1,4,8,145,12,1
2018,4,1,5,8,145,12,1
2018,10,3,4,8,100,14,3
2018,10,2,4,8,7,1,3
2018,9,1,4,8,33,4,1
2018,9,1,5,8,86,7,0
2018,9,1,5,8,144,21,4
2018,9,1,5,8,144,21,4
2018,9,2,5,8,21,15,1
2018,9,1,5,8,144,21,4
2018,9,4,5,8,7,1,3
2017,11,3,4,8,7,1,3
2018,9,2,5,8,145,12,1
2018,9,1,4,8,144,21,4
2018,9,3,4,8,110,6,4
2018,9,3,4,8,100,14,3
2018,9,2,5,8,100,14,3
2018,9,3,5,8,144,21,4
2018,9,1,5,8,145,12,1
2018,9,1,5,8,144,21,4
2018,9,1,4,8,43,11,0
2018,9,3,4,8,69,8,2
2018,9,1,4,8,33,4,1
2018,9,2,5,8,7,1,3
2018,5,2,5,8,145,12,1
2018,8,2,5,8,113,10,2
2018,8,2,5,8,144,21,4
2017,10,1,4,8,100,14,3
2018,9,2,5,8,100,14,3
2018,9,2,5,8,66,10,2
2018,9,1,5,8,144,21,4
2018,9,4,5,8,145,12,1
2018,9,1,5,8,144,21,4
2018,9,1,4,8,144,21,4
2018,9,1,5,8,144,21,4
2018,9,1,4,8,144,21,4
2018,9,1,4,8,145,12,1
2018,9,1,5,8,7,1,3
2018,9,3,5,8,7,1,3
2018,4,1,5,8,7,1,3
2018,9,1,5,8,137,2,1
2018,9,1,5,8,144,21,4
2018,9,2,5,8,100,14,3
2018,4,3,4,8,145,12,1
2018,9,2,5,8,7,1,3
2018,5,1,5,8,144,21,4
2018,9,1,5,8,145,12,1
2018,9,2,4,8,144,21,4
2018,9,3,5,8,7,1,3
2018,9,1,5,8,144,21,4
2018,9,1,5,8,145,12,1
2018,9,3,5,8,144,21,4
2018,9,1,5,8,145,12,1
2018,9,1,4,8,144,21,4
2018,9,4,5,8,145,12,1
2018,9,1,5,8,27,12,1
2018,9,1,4,8,144,21,4
2018,3,4,5,8,7,1,3
2018,8,1,5,8,7,1,3
2017,10,1,5,8,27,12,1
2018,9,1,5,8,145,12,1
2018,9,1,5,8,144,21,4
2018,9,1,4,8,144,21,4
2018,9,1,5,8,100,14,3
2018,9,1,4,8,144,21,4
2018,9,1,5,8,21,15,1
2018,9,1,4,8,144,21,4
2018,9,1,4,8,144,21,4
2018,9,1,5,8,7,1,3
2018,9,1,5,8,127,19,4
2018,8,1,5,8,144,21,4
2018,9,1,5,8,51,9,4
2018,9,1,5,8,7,1,3
2018,9,0,4,8,62,17,2
2018,9,1,5,8,144,21,4
2018,8,3,5,8,109,17,2
2018,9,1,4,8,145,12,1
2018,9,1,5,8,145,12,1
2018,9,2,4,8,7,1,3
2018,9,4,4,8,81,17,2
2018,2,3,4,8,27,12,1
2018,9,4,5,8,61,16,2
2018,8,1,4,8,7,1,3
2018,9,3,5,8,7,1,3
2018,8,4,5,8,145,12,1
2018,8,2,4,8,7,1,3
2018,2,4,5,8,102,13,4
2018,9,1,4,8,100,14,3
2018,8,1,5,8,144,21,4
2018,9,1,5,8,144,21,4
2018,9,1,4,8,51,9,4
2018,9,1,5,8,61,16,2
2018,9,4,5,8,144,21,4
2018,9,2,4,8,7,1,3
2018,9,1,5,8,144,21,4
2018,9,1,4,8,7,1,3
2018,9,1,4,8,7,1,3
2018,9,1,5,8,144,21,4
2017,10,3,4,8,145,12,1
2018,9,3,4,8,100,14,3
2018,9,1,4,8,59,6,4
2018,7,2,5,8,145,12,1
2018,8,2,4,8,49,21,4
2018,8,4,5,8,37,10,2
2018,9,1,5,8,145,12,1
2018,9,1,4,8,144,21,4
2018,8,1,5,8,55,19,4
2018,9,3,5,8,100,14,3
2018,9,1,5,8,144,21,4
2018,9,1,5,8,145,12,1
2018,9,1,4,8,62,17,2
2018,9,1,4,8,7,1,3
2018,9,1,4,8,144,21,4
2018,8,4,4,8,7,1,3
2018,9,1,5,8,144,21,4
2018,8,1,3,8,7,1,3
2018,9,1,5,8,7,1,3
2018,8,1,3,8,61,16,2
2018,9,1,5,8,100,14,3
2018,9,2,3,8,98,21,4
2018,8,2,5,8,144,21,4
2018,9,1,5,8,7,1,3
2018,9,2,4,8,7,1,3
2018,4,3,4,8,145,12,1
2018,8,1,4,8,81,17,2
2018,8,2,5,8,144,21,4
2018,9,1,4,8,7,1,3
2018,8,1,5,8,7,1,3
2018,9,2,5,8,144,21,4
2018,8,3,5,8,63,10,2
2018,8,2,5,8,27,12,1
2018,9,2,5,8,144,21,4
2018,9,3,5,8,145,12,1
2018,8,1,1,8,7,1,3
2017,10,1,4,8,7,1,3
2018,8,2,4,8,12,16,2
2018,8,3,5,8,122,17,2
2018,7,1,3,8,144,21,4
2018,8,3,5,8,145,12,1
2018,8,1,2,8,52,6,4
2018,9,1,5,8,144,21,4
2018,8,2,4,8,132,6,4
2018,8,1,4,8,61,16,2
2018,8,1,5,8,27,12,1
2018,9,3,4,8,27,12,1
2018,9,1,4,8,39,13,4
2018,8,2,5,8,144,21,4
2018,8,1,5,8,7,1,3
2018,8,1,5,8,7,1,3
2018,8,3,5,8,67,19,4
2018,8,1,5,8,122,17,2
2018,8,1,5,8,8,6,4
2018,8,1,4,8,139,10,2
2018,8,4,5,8,7,1,3
2018,8,1,4,8,27,12,1
2018,8,2,5,8,144,21,4
2018,8,1,4,8,144,21,4
2018,8,2,5,8,67,19,4
2018,8,1,5,8,62,17,2
2018,6,1,5,8,143,10,2
2018,8,1,4,8,7,1,3
2018,6,1,4,8,7,1,3
2018,8,2,4,8,144,21,4
2018,8,1,4,8,131,13,4
2018,8,2,5,8,144,21,4
2018,8,3,5,8,145,12,1
2018,1,3,4,8,110,6,4
2018,4,1,4,8,128,16,2
2018,8,1,5,8,7,1,3
2018,8,1,3,8,144,21,4
2018,8,0,5,8,145,12,1
2018,8,1,5,8,144,21,4
2018,8,4,5,8,62,17,2
2018,8,2,5,8,144,21,4
2018,8,2,4,8,144,21,4
2018,8,1,5,8,144,21,4
2018,7,1,5,8,144,21,4
2018,8,3,5,8,144,21,4
2018,8,1,4,8,25,17,2
2018,8,2,5,8,115,6,4
2018,8,4,4,8,144,21,4
2018,8,2,5,8,15,21,4
2018,8,1,4,8,144,21,4
2018,8,3,5,8,109,17,2
2018,8,1,5,8,67,19,4
2018,8,1,5,8,85,14,3
2018,8,2,4,8,144,21,4
2018,8,1,5,8,145,12,1
2018,8,1,4,8,49,21,4
2018,8,2,2,8,143,10,2
2018,8,1,4,8,127,19,4
2018,8,3,5,8,31,8,2
2018,8,2,4,8,34,6,4
2018,5,1,5,8,144,21,4
2018,8,4,5,8,7,1,3
2018,8,3,5,8,145,12,1
2018,8,1,5,8,125,18,0
2018,8,2,4,8,144,21,4
2018,8,2,4,8,61,16,2
2018,8,1,4,8,61,16,2
2018,7,2,4,8,144,21,4
2018,8,3,5,8,144,21,4
2018,8,2,2,8,62,17,2
2018,7,1,5,8,145,12,1
2018,8,1,5,8,79,6,4
2018,8,1,3,8,131,13,4
2018,8,2,4,8,144,21,4
2018,8,1,5,8,144,21,4
2018,8,4,3,8,126,8,2
2018,8,1,4,8,145,12,1
2018,8,1,3,8,15,21,4
2018,8,1,5,8,144,21,4
2018,8,2,4,8,144,21,4
2018,8,1,4,8,144,21,4
2018,8,2,4,8,7,1,3
2018,2,3,4,8,100,14,3
2018,8,1,5,8,100,14,3
2018,8,3,5,8,144,21,4
2018,8,2,5,8,145,12,1
2018,8,1,4,8,144,21,4
2018,8,3,5,8,144,21,4
2018,8,2,3,8,144,21,4
2018,8,2,5,8,98,21,4
2018,8,3,5,8,15,21,4
2018,8,3,4,8,7,1,3
2018,8,1,5,8,144,21,4
2018,8,1,4,8,83,19,4
2018,8,1,5,8,145,12,1
2018,3,3,4,8,60,13,4
2018,8,2,5,8,7,1,3
2018,6,1,5,8,59,6,4
2018,7,1,4,8,7,1,3
2018,8,1,5,8,7,1,3
2018,8,4,2,8,7,1,3
2018,8,3,5,8,144,21,4
2018,8,4,5,8,145,12,1
2018,8,3,5,8,7,1,3
2018,8,1,5,8,7,1,3
2018,8,1,4,8,145,12,1
2018,8,2,4,8,31,8,2
2018,7,2,4,8,145,12,1
2018,8,1,4,8,67,19,4
2018,8,1,3,8,100,14,3
2018,7,1,3,8,145,12,1
2018,5,4,5,8,143,10,2
2018,8,1,5,8,122,17,2
2018,8,1,4,8,110,6,4
2018,7,1,3,8,62,17,2
2018,8,2,4,8,110,6,4
2018,8,1,5,8,27,12,1
2018,8,2,5,8,145,12,1
2018,8,2,5,8,144,21,4
2018,8,1,5,8,144,21,4
2018,8,1,5,8,144,21,4
2018,8,1,5,8,81,17,2
2018,7,1,5,8,81,17,2
2018,8,1,4,8,62,17,2
2018,8,1,4,8,100,14,3
2018,8,4,4,8,143,10,2
2018,7,2,5,8,63,10,2
2018,8,4,4,8,7,1,3
2018,8,1,4,8,73,10,2
2018,8,3,2,8,7,1,3
2018,8,3,4,8,7,1,3
2018,6,1,5,8,145,12,1
2018,7,4,5,8,7,1,3
2018,7,1,4,8,7,1,3
2018,7,1,4,8,54,2,1
2018,8,2,5,8,7,1,3
2018,7,1,4,8,65,21,4
2018,8,1,5,8,144,21,4
2018,8,1,4,8,144,21,4
2018,7,3,5,8,120,6,4
2018,8,3,5,8,144,21,4
2018,7,1,5,8,144,21,4
2018,7,3,5,8,143,10,2
2018,7,3,4,8,7,1,3
2018,8,2,4,8,100,14,3
2018,8,1,3,8,67,19,4
2018,7,1,4,8,100,14,3
2018,8,2,4,8,62,17,2
2018,7,3,4,8,145,12,1
2018,8,1,4,8,27,12,1
2018,8,2,5,8,144,21,4
2018,8,4,3,8,27,12,1
2018,8,1,5,8,131,13,4
2018,8,1,2,8,7,1,3
2018,8,2,4,8,98,21,4
2018,8,3,5,8,145,12,1
2018,7,1,4,8,7,1,3
2017,9,3,5,8,62,17,2
2018,6,4,5,8,132,6,4
2018,7,1,3,8,145,12,1
2018,7,2,3,8,26,3,0
2018,7,2,4,8,113,10,2
2018,8,2,3,8,144,21,4
2018,8,2,3,8,49,21,4
2018,8,1,3,8,7,1,3
2018,8,1,5,8,144,21,4
2018,7,2,4,8,122,17,2
2018,7,1,5,8,103,10,2
2018,7,1,5,8,31,8,2
2018,8,1,4,8,67,19,4
2018,7,1,5,8,7,1,3
2018,7,1,4,8,124,6,4
2018,8,2,5,8,100,14,3
2018,8,2,2,8,144,21,4
2018,6,2,3,8,144,21,4
2018,7,1,4,8,115,6,4
2018,8,1,5,8,27,12,1
2018,8,2,3,8,98,21,4
2018,8,1,5,8,102,13,4
2018,7,1,4,8,27,12,1
2017,11,1,3,8,61,16,2
2018,6,3,5,8,61,16,2
2018,8,3,4,8,144,21,4
2018,8,2,5,8,79,6,4
2018,7,2,5,8,126,8,2
2018,7,3,4,8,145,12,1
2018,8,2,4,8,144,21,4
2018,7,2,4,8,31,8,2
2018,8,2,5,8,144,21,4
2018,7,1,5,8,27,12,1
2018,7,2,2,8,27,12,1
2018,7,1,5,8,27,12,1
2018,8,4,5,8,145,12,1
2018,8,1,5,8,111,19,4
2018,8,2,5,8,144,21,4
2018,8,3,3,8,98,21,4
2018,7,3,5,8,145,12,1
2018,7,1,4,8,145,12,1
2018,7,2,4,8,127,19,4
2018,7,2,5,8,132,6,4
2018,7,3,4,8,98,21,4
2017,12,2,4,8,125,18,0
2018,1,1,4,8,61,16,2
2018,7,1,5,8,144,21,4
2018,7,2,4,8,7,1,3
2018,7,1,4,8,7,1,3
2018,7,1,4,8,144,21,4
2018,7,3,5,8,145,12,1
2018,7,1,5,8,145,12,1
2018,7,1,4,8,73,10,2
2018,7,1,5,8,62,17,2
2018,7,1,4,8,124,6,4
2018,7,2,5,8,38,6,4
2018,7,2,4,8,144,21,4
2018,7,2,4,8,7,1,3
2018,7,2,5,8,62,17,2
2018,7,3,4,8,109,17,2
2018,7,3,4,8,144,21,4
2018,7,3,3,8,7,1,3
2018,7,2,5,8,52,6,4
2018,7,1,5,8,4,15,1
2018,7,1,4,8,144,21,4
2018,7,2,4,8,55,19,4
2018,7,1,5,8,145,12,1
2018,7,2,5,8,100,14,3
2018,7,3,3,8,98,21,4
2018,7,2,4,8,7,1,3
2018,7,3,5,8,145,12,1
2018,7,1,5,8,103,10,2
2018,7,2,5,8,144,21,4
2018,7,1,4,8,144,21,4
2018,7,2,4,8,61,16,2
2018,7,3,5,8,145,12,1
2018,7,1,5,8,100,14,3
2018,7,1,5,8,127,19,4
2018,7,1,5,8,7,1,3
2018,7,2,2,8,67,19,4
2018,4,1,4,8,81,17,2
2018,7,1,4,8,125,18,0
2018,6,1,5,8,110,6,4
2018,7,3,2,8,62,17,2
2018,7,2,5,8,7,1,3
2018,7,1,3,8,7,1,3
2018,7,3,4,8,132,6,4
2018,7,4,5,8,145,12,1
2018,7,2,4,8,15,21,4
2018,7,3,4,8,7,1,3
2018,7,2,4,8,7,1,3
2018,7,2,4,8,39,13,4
2018,7,2,5,8,7,1,3
2018,7,2,4,8,23,19,4
2018,7,2,4,8,7,1,3
2018,7,2,4,8,127,19,4
2018,6,4,5,8,144,21,4
2018,7,1,5,8,139,10,2
2018,7,1,2,8,15,21,4
2018,7,2,5,8,100,14,3
2018,7,3,5,8,7,1,3
2017,9,1,5,8,81,17,2
2018,7,1,5,8,7,1,3
2018,7,4,5,8,145,12,1
2018,6,2,4,8,7,1,3
2018,6,4,5,8,144,21,4
2018,7,4,4,8,39,13,4
2018,7,3,3,8,145,12,1
2018,6,2,4,8,27,12,1
2018,4,1,5,8,111,19,4
2018,7,2,3,8,144,21,4
2018,7,1,5,8,125,18,0
2018,7,1,5,8,144,21,4
2018,7,2,5,8,126,8,2
2018,7,2,5,8,7,1,3
2018,7,2,3,8,98,21,4
2018,7,1,3,8,62,17,2
2018,7,2,5,8,65,21,4
2018,7,2,4,8,27,12,1
2018,7,2,4,8,144,21,4
2018,7,2,5,8,100,14,3
2018,7,3,5,8,135,17,2
2018,7,2,4,8,144,21,4
2018,7,1,4,8,27,12,1
2018,7,3,2,8,7,1,3
2018,7,1,3,8,144,21,4
2018,7,2,5,8,143,10,2
2018,7,1,5,8,139,10,2
2018,7,2,4,8,81,17,2
2018,6,2,5,8,145,12,1
2018,5,1,3,8,145,12,1
2018,7,4,3,8,144,21,4
2018,7,2,4,8,7,1,3
2017,9,2,4,8,62,17,2
2018,7,2,4,8,62,17,2
2018,7,2,4,8,52,6,4
2018,7,2,3,8,98,21,4
2018,7,2,4,8,138,11,0
2018,6,1,5,8,100,14,3
2018,7,1,4,8,61,16,2
2018,7,2,5,8,7,1,3
2018,7,2,5,8,81,17,2
2018,7,1,5,8,144,21,4
2018,7,3,4,8,7,1,3
2018,7,1,4,8,27,12,1
2018,7,2,3,8,98,21,4
2018,6,2,5,8,69,8,2
2018,6,2,4,8,100,14,3
2018,7,1,4,8,144,21,4
2018,7,1,4,8,7,1,3
2018,7,2,5,8,65,21,4
2018,7,1,5,8,118,10,2
2018,7,3,4,8,144,21,4
2018,7,2,5,8,33,4,1
2018,7,3,5,8,61,16,2
2018,7,1,5,8,145,12,1
2018,7,2,5,8,145,12,1
2018,7,3,5,8,145,12,1
2017,8,4,5,8,7,1,3
2018,7,1,3,8,144,21,4
2018,7,2,5,8,62,17,2
2018,7,1,5,8,144,21,4
2018,7,1,3,8,144,21,4
2018,7,1,5,8,27,12,1
2018,7,1,4,8,7,1,3
2018,7,3,4,8,144,21,4
2018,7,1,3,8,87,12,1
2018,7,1,5,8,144,21,4
2018,7,2,3,8,144,21,4
2018,7,1,5,8,144,21,4
2018,7,1,3,8,125,18,0
2018,7,3,4,8,102,13,4
2018,6,0,5,8,145,12,1
2018,7,1,5,8,144,21,4
2018,7,3,4,8,100,14,3
2018,7,1,4,8,88,19,4
2018,6,2,5,8,23,19,4
2018,7,3,4,8,62,17,2
2018,6,1,5,8,49,21,4
2018,5,1,4,8,144,21,4
2018,6,2,5,8,143,10,2
2018,7,2,5,8,144,21,4
2018,7,2,4,8,144,21,4
2018,7,1,4,8,100,14,3
2018,7,2,3,8,52,6,4
2018,7,3,4,8,145,12,1
2018,6,3,3,8,100,14,3
2018,7,2,4,8,144,21,4
2017,8,3,5,8,62,17,2
2018,7,2,5,8,127,19,4
2018,7,1,3,8,144,21,4
2018,7,2,4,8,69,8,2
2018,7,1,2,8,65,21,4
2018,7,2,2,8,144,21,4
2018,3,4,5,8,144,21,4
2018,4,1,5,8,27,12,1
2018,7,1,4,8,62,17,2
2018,7,4,5,8,27,12,1
2018,7,1,3,8,125,18,0
2018,7,4,2,8,62,17,2
2018,7,2,5,8,122,17,2
2018,7,2,3,8,132,6,4
2018,7,1,4,8,131,13,4
2018,7,2,5,8,118,10,2
2018,7,1,5,8,81,17,2
2018,6,2,5,8,143,10,2
2018,7,2,4,8,7,1,3
2018,7,2,4,8,31,8,2
2018,7,3,3,8,144,21,4
2018,5,2,4,8,61,16,2
2018,7,2,5,8,125,18,0
2018,6,3,5,8,135,17,2
2018,5,3,4,8,51,9,4
2018,6,1,5,8,144,21,4
2018,7,1,5,8,49,21,4
2018,7,3,5,8,7,1,3
2018,7,3,3,8,7,1,3
2018,7,1,5,8,145,12,1
2018,6,2,5,8,7,1,3
2018,4,1,4,8,145,12,1
2017,8,2,2,8,39,13,4
2018,6,3,3,8,49,21,4
2018,7,1,4,8,144,21,4
2018,6,2,4,8,7,1,3
2018,6,1,3,8,27,12,1
2018,6,1,3,8,7,1,3
2018,6,1,5,8,7,1,3
2018,6,1,5,8,115,6,4
2018,6,1,5,8,144,21,4
2018,6,2,5,8,7,1,3
2018,3,2,5,8,144,21,4
2018,6,1,5,8,144,21,4
2018,6,4,5,8,111,19,4
2017,11,4,3,8,127,19,4
2018,6,1,5,8,145,12,1
2018,6,2,4,8,31,8,2
2018,6,2,5,8,131,13,4
2018,6,2,4,8,7,1,3
2018,6,3,5,8,31,8,2
2017,9,3,4,8,145,12,1
2018,6,1,4,8,49,21,4
2018,6,1,5,8,144,21,4
2018,6,1,4,8,7,1,3
2018,6,1,5,8,144,21,4
2018,6,3,4,8,144,21,4
2018,6,1,4,8,145,12,1
2018,6,4,5,8,7,1,3
2018,5,1,4,8,144,21,4
2018,6,1,5,8,144,21,4
2018,6,2,5,8,15,21,4
2017,7,1,4,8,115,6,4
2018,6,1,4,8,122,17,2
2018,6,2,5,8,145,12,1
2018,6,2,5,8,145,12,1
2018,6,1,2,8,52,6,4
2018,6,2,5,8,62,17,2
2018,6,1,5,8,145,12,1
2018,3,2,4,8,132,6,4
2018,6,1,5,8,7,1,3
2018,6,1,5,8,144,21,4
2018,6,1,4,8,31,8,2
2018,6,1,4,8,144,21,4
2018,6,2,5,8,62,17,2
2018,6,3,4,8,27,12,1
2018,6,2,3,8,125,18,0
2018,6,1,5,8,7,1,3
2018,6,1,5,8,144,21,4
2018,6,1,5,8,109,17,2
2018,6,1,5,8,7,1,3
2018,6,3,3,8,100,14,3
2017,9,3,5,8,143,10,2
2018,6,1,5,8,111,19,4
2018,6,2,5,8,122,17,2
2018,6,3,5,8,7,1,3
2018,6,1,4,8,125,18,0
2018,6,1,5,8,143,10,2
2018,6,2,4,8,59,6,4
2018,6,1,3,8,145,12,1
2018,6,3,5,8,7,1,3
2018,6,1,5,8,144,21,4
2018,6,2,5,8,62,17,2
2018,6,3,5,8,145,12,1
2018,6,2,5,8,27,12,1
2018,6,4,5,8,7,1,3
2018,6,3,4,8,7,1,3
2018,6,1,4,8,7,1,3
2017,7,3,3,8,7,1,3
2018,6,3,5,8,7,1,3
2018,6,4,5,8,62,17,2
2018,6,1,4,8,27,12,1
2018,6,2,5,8,144,21,4
2018,5,4,4,8,144,21,4
2018,6,4,4,8,62,17,2
2018,6,2,5,8,113,10,2
2018,6,1,5,8,145,12,1
2018,6,4,5,8,62,17,2
2018,5,1,5,8,27,12,1
2018,5,2,4,8,7,1,3
2018,5,4,5,8,145,12,1
2018,5,1,4,8,145,12,1
2018,5,3,5,8,145,12,1
2018,5,1,5,8,144,21,4
2018,5,3,5,8,27,12,1
2018,5,1,5,8,7,1,3
2018,5,1,5,8,132,6,4
2018,5,3,4,8,145,12,1
2018,5,3,3,8,143,10,2
2018,5,3,5,8,144,21,4
2018,5,4,5,8,145,12,1
2018,4,4,4,8,145,12,1
2018,3,1,5,8,61,16,2
2018,5,1,3,8,144,21,4
2018,5,3,5,8,27,12,1
2018,5,3,3,8,143,10,2
2017,1,2,3,8,7,1,3
2018,4,3,5,8,31,8,2
2018,5,4,4,8,7,1,3
2018,4,3,5,8,145,12,1
2018,4,1,5,8,145,12,1
2018,4,3,5,8,67,19,4
2018,4,1,1,8,145,12,1
2018,4,0,5,8,27,12,1
2018,4,2,5,8,132,6,4
2017,5,2,4,8,100,14,3
2018,4,2,4,8,144,21,4
2018,4,1,5,8,65,21,4
2018,4,1,3,8,144,21,4
2018,3,1,3,8,144,21,4
2018,4,2,5,8,7,1,3
2018,4,0,5,8,62,17,2
2018,4,1,5,8,115,6,4
2018,4,2,5,8,144,21,4
2018,4,1,5,8,98,21,4
2018,4,1,5,8,7,1,3
2018,4,1,5,8,144,21,4
2018,4,1,5,8,144,21,4
2018,4,1,4,8,131,13,4
2018,4,4,4,8,145,12,1
2018,4,1,5,8,8,6,4
2018,4,1,3,8,115,6,4
2018,3,4,5,8,7,1,3
2018,4,2,4,8,31,8,2
2018,4,1,5,8,145,12,1
2018,4,2,3,8,61,16,2
2018,4,3,3,8,27,12,1
2018,4,3,5,8,62,17,2
2018,4,2,4,8,145,12,1
2018,4,2,5,8,144,21,4
2018,4,1,5,8,144,21,4
2018,4,1,3,8,7,1,3
2018,4,1,5,8,144,21,4
2018,3,0,4,8,62,17,2
2018,4,1,5,8,7,1,3
2017,5,4,5,8,69,8,2
2018,4,2,4,8,11,10,2
2018,4,3,5,8,31,8,2
2018,3,1,4,8,62,17,2
2018,4,2,4,8,111,19,4
2018,3,1,3,8,145,12,1
2018,3,2,4,8,143,10,2
2018,3,3,5,8,144,21,4
2018,3,3,5,8,27,12,1
2018,3,3,5,8,83,19,4
2018,3,1,4,8,144,21,4
2018,3,4,5,8,145,12,1
2018,3,1,4,8,7,1,3
2018,3,2,5,8,122,17,2
2017,8,2,5,8,62,17,2
2018,3,3,4,8,145,12,1
2018,2,1,5,8,144,21,4
2018,3,3,4,8,144,21,4
2018,3,1,5,8,145,12,1
2018,3,1,5,8,144,21,4
2018,3,1,4,8,144,21,4
2018,3,1,5,8,145,12,1
2018,3,1,5,8,49,21,4
2018,2,1,5,8,7,1,3
2018,2,1,5,8,145,12,1
2018,3,2,5,8,7,1,3
2018,2,3,4,8,7,1,3
2017,12,2,4,8,7,1,3
2018,2,1,5,8,131,13,4
2018,2,1,5,8,122,17,2
2018,2,1,5,8,27,12,1
2018,2,1,4,8,145,12,1
2018,2,4,4,8,48,13,4
2018,2,1,5,8,145,12,1
2018,2,2,5,8,144,21,4
2018,2,1,4,8,144,21,4
2018,2,1,4,8,61,16,2
2017,4,2,4,8,145,12,1
2018,2,1,5,8,7,1,3
2017,11,1,5,8,144,21,4
2018,1,2,4,8,7,1,3
2018,2,1,4,8,100,14,3
2018,1,4,4,8,81,17,2
2018,1,1,5,8,144,21,4
2018,1,2,5,8,7,1,3
2018,1,2,5,8,7,1,3
2018,1,1,5,8,127,19,4
2018,1,3,4,8,118,10,2
2017,11,1,5,8,142,9,4
2018,1,3,5,8,69,8,2
2018,1,1,4,8,144,21,4
2017,11,1,5,8,145,12,1
2018,1,2,4,8,31,8,2
2018,1,2,4,8,7,1,3
2018,1,1,4,8,132,6,4
2018,1,1,5,8,111,19,4
2018,1,1,5,8,125,18,0
2017,12,2,5,8,61,16,2
2017,12,1,4,8,52,6,4
2017,12,1,5,8,7,1,3
2017,3,3,4,8,144,21,4
2017,12,1,4,8,145,12,1
2017,12,2,5,8,52,6,4
2017,12,1,5,8,125,18,0
2017,11,2,4,8,48,13,4
2017,12,1,5,8,7,1,3
2018,1,2,2,8,61,16,2
2017,12,4,3,8,39,13,4
2018,1,2,4,8,125,18,0
2018,1,1,5,8,145,12,1
2017,12,1,5,8,7,1,3
2017,6,3,3,8,115,6,4
2017,7,3,5,8,144,21,4
2017,8,3,4,8,62,17,2
2017,12,4,5,8,145,12,1
2017,12,1,5,8,125,18,0
2017,1,2,5,8,7,1,3
2017,7,2,5,8,52,6,4
2017,1,2,4,8,7,1,3
2017,12,1,5,8,7,1,3
2017,11,3,4,8,53,20,0
2017,12,3,4,8,7,1,3
2017,12,3,3,8,62,17,2
2017,12,2,4,8,7,1,3
2017,12,1,3,8,7,1,3
2017,12,1,4,8,31,8,2
2017,12,2,5,8,39,13,4
2017,12,3,5,8,145,12,1
2017,12,1,5,8,7,1,3
2017,10,3,5,8,7,1,3
2017,11,1,5,8,7,1,3
2017,12,3,4,8,144,21,4
2017,12,1,5,8,7,1,3
2017,12,1,5,8,145,12,1
2017,12,2,5,8,43,11,0
2017,12,1,5,8,48,13,4
2017,12,1,4,8,144,21,4
2017,8,1,4,8,144,21,4
2017,12,2,4,8,21,15,1
2017,12,3,5,8,145,12,1
2017,12,1,3,8,100,14,3
2017,3,2,4,8,62,17,2
2017,12,4,4,8,135,17,2
2017,12,1,5,8,7,1,3
2017,12,2,4,8,145,12,1
2017,12,1,5,8,137,2,1
2017,12,4,5,8,7,1,3
2017,12,2,5,8,7,1,3
2017,7,3,5,8,145,12,1
2017,11,3,3,8,144,21,4
2017,4,1,4,8,144,21,4
2017,12,4,5,8,145,12,1
2017,12,2,5,8,145,12,1
2017,11,3,3,8,109,17,2
2017,12,2,5,8,7,1,3
2017,10,4,5,8,145,12,1
2017,12,2,4,8,7,1,3
2017,12,1,5,8,144,21,4
2017,12,1,4,8,145,12,1
2017,12,1,4,8,127,19,4
2017,12,1,5,8,115,6,4
2017,12,2,5,8,7,1,3
2017,11,2,4,8,145,12,1
2017,12,1,5,8,127,19,4
2017,12,3,5,8,7,1,3
2017,12,2,5,8,7,1,3
2017,11,1,4,8,61,16,2
2017,12,1,5,8,7,1,3
2017,12,2,5,8,103,10,2
2017,10,2,4,8,7,1,3
2017,12,3,5,8,98,21,4
2017,12,4,5,8,145,12,1
2017,12,4,4,8,125,18,0
2017,12,3,5,8,111,19,4
2017,12,1,4,8,27,12,1
2017,12,1,4,8,144,21,4
2017,8,1,4,8,144,21,4
2017,10,3,5,8,143,10,2
2017,9,4,4,8,7,1,3
2017,12,1,4,8,124,6,4
2017,11,1,5,8,122,17,2
2017,12,3,4,8,128,16,2
2017,12,3,5,8,62,17,2
2017,7,3,4,8,109,17,2
2017,11,1,4,8,143,10,2
2017,12,3,5,8,149,17,2
2017,12,1,5,8,144,21,4
2017,12,3,5,8,62,17,2
2017,11,1,5,8,111,19,4
2017,12,2,4,8,100,14,3
2017,8,3,4,8,109,17,2
2017,12,3,5,8,145,12,1
2017,11,2,4,8,7,1,3
2017,11,2,5,8,61,16,2
2017,11,3,5,8,27,12,1
2017,11,3,5,8,145,12,1
2017,11,1,5,8,38,6,4
2017,11,1,4,8,145,12,1
2017,11,2,4,8,61,16,2
2017,11,1,5,8,66,10,2
2017,12,1,3,8,49,21,4
2017,12,1,5,8,7,1,3
2017,12,1,5,8,7,1,3
2017,11,1,4,8,144,21,4
2017,4,2,5,8,7,1,3
2017,9,1,5,8,144,21,4
2017,11,2,5,8,144,21,4
2017,10,2,5,8,61,16,2
